"workflow_id","display_name","diagnosis_label","specialty_id","age_min_months","age_max_years","sex","excluded_from_limited_testing"
"cardio-leg-swelling-differential-documentation","Leg swelling differential documentation","Leg swelling differential documentation","Cardiology outpatient","","","","false"
"cardio-lifestyle-counseling-cardiac-documentation","Lifestyle counseling cardiac documentation","Lifestyle counseling cardiac documentation","Cardiology outpatient","","","","false"
"cardio-lipid-follow-up","Lipid follow-up","Lipid follow-up","Cardiology outpatient","","","","false"
"cardio-medication-adherence-hypertension-review","Medication adherence hypertension review","Medication adherence hypertension review","Cardiology outpatient","","","","false"
"cardio-medication-review","Cardiology medication review","Cardiology medication review","Cardiology outpatient","","","","true"
"cardio-orthostatic-bp-documentation","Orthostatic BP documentation","Orthostatic BP documentation","Cardiology outpatient","","","","false"
"cardio-pacemaker-follow-up-documentation","Pacemaker follow-up documentation","Pacemaker follow-up documentation","Cardiology outpatient","","","","false"
"cardio-palpitations-follow-up","Palpitations follow-up","Palpitations follow-up","Cardiology outpatient","","","","false"
"cardio-palpitations-review","Palpitations review","Palpitations review","Cardiology outpatient","","","","false"
"cardio-post-cabg-follow-up","Post-CABG follow-up","Post-CABG follow-up","Cardiology outpatient","","","","false"
"cardio-post-cardiology-admission-follow-up","Post-cardiology admission follow-up","Post-cardiology admission follow-up","Cardiology outpatient","","","","false"
"cardio-post-pci-follow-up","Post-PCI follow-up","Post-PCI follow-up","Cardiology outpatient","","","","false"
"cardio-pre-operative-cardiac-review","Pre-operative cardiac review","Pre-operative cardiac review","Cardiology outpatient","","","","false"
"cardio-pregnancy-cardiac-history-documentation","Pregnancy cardiac history documentation","Pregnancy cardiac history documentation","Cardiology outpatient","","","","false"
"cardio-presyncope-documentation","Presyncope documentation","Presyncope documentation","Cardiology outpatient","","","","false"
"cardio-pvc-symptom-review","PVC symptom review","PVC symptom review","Cardiology outpatient","","","","false"
"cardio-referral-documentation","Cardiology referral documentation","Cardiology referral documentation","Cardiology outpatient","","","","false"
"cardio-smoking-status-cardiac-review","Smoking status cardiac review","Smoking status cardiac review","Cardiology outpatient","","","","false"
"cardio-stable-angina-follow-up","Stable angina follow-up","Stable angina follow-up","Cardiology outpatient","","","","false"
"cardio-statin-tolerance-documentation","Statin tolerance documentation","Statin tolerance documentation","Cardiology outpatient","","","","false"
"cardio-syncope-follow-up","Syncope follow-up","Syncope follow-up","Cardiology outpatient","","","","false"
"cardio-tachycardia-documentation","Tachycardia documentation","Tachycardia documentation","Cardiology outpatient","","","","false"
"cardio-valvular-disease-follow-up","Valvular disease follow-up","Valvular disease follow-up","Cardiology outpatient","","","","false"
"cardio-warfarin-inr-result-review","Warfarin/INR result review","Warfarin/INR result review","Cardiology outpatient","","","","false"
"cardio-white-coat-hypertension-documentation","White coat hypertension documentation","White coat hypertension documentation","Cardiology outpatient","","","","false"
"derm-abscess-wound-check","Abscess wound check","Abscess wound check","Dermatology","","","","false"
"derm-acne-scar-review","Acne scar review","Acne scar review","Dermatology","","","","false"
"derm-actinic-keratosis","Actinic keratosis","Actinic keratosis","Dermatology","","","","false"
"derm-alopecia-areata-follow-up","Alopecia areata follow-up","Alopecia areata follow-up","Dermatology","","","","false"
"derm-burn-scar-review","Burn scar review","Burn scar review","Dermatology","","","","false"
"derm-candidal-intertrigo","Candidal intertrigo","Candidal intertrigo","Dermatology","","","","false"
"derm-cellulitis-follow-up-documentation","Cellulitis follow-up documentation","Cellulitis follow-up documentation","Dermatology","","","","false"
"derm-cherry-angioma","Cherry angioma","Cherry angioma","Dermatology","","","","false"
"derm-chronic-itch-follow-up","Chronic itch follow-up","Chronic itch follow-up","Dermatology","","","","false"
"derm-contact-allergen-review","Contact allergen review","Contact allergen review","Dermatology","","","","false"
"derm-cosmetic-skin-concern-documentation","Cosmetic skin concern documentation","Cosmetic skin concern documentation","Dermatology","","","","false"
"derm-dandruff-follow-up","Dandruff follow-up","Dandruff follow-up","Dermatology","","","","false"
"derm-dermatology-medication-monitoring","Dermatology medication monitoring","Dermatology medication monitoring","Dermatology","","","","false"
"derm-diabetic-foot-skin-check","Diabetic foot skin check","Diabetic foot skin check","Dermatology","","","","false"
"derm-dry-skin-counseling","Dry skin counseling","Dry skin counseling","Dermatology","","","","false"
"derm-eczema-flare-follow-up","Eczema flare follow-up","Eczema flare follow-up","Dermatology","","","","false"
"derm-epidermoid-cyst","Epidermoid cyst","Epidermoid cyst","Dermatology","","","","false"
"derm-facial-redness-review","Facial redness review","Facial redness review","Dermatology","","","","false"
"derm-folliculitis","Folliculitis","Folliculitis","Dermatology","","","","false"
"derm-fungal-nail-follow-up","Fungal nail follow-up","Fungal nail follow-up","Dermatology","","","","false"
"derm-genital-skin-lesion-documentation","Genital skin lesion documentation","Genital skin lesion documentation","Dermatology","","","","false"
"derm-hair-loss-pattern-review","Hair loss pattern review","Hair loss pattern review","Dermatology","","","","false"
"derm-hand-dermatitis-occupational-review","Hand dermatitis occupational review","Hand dermatitis occupational review","Dermatology","","","","false"
"derm-hidradenitis-symptoms","Hidradenitis symptoms","Hidradenitis symptoms","Dermatology","","","","false"
"derm-hyperhidrosis","Hyperhidrosis","Hyperhidrosis","Dermatology","","","","false"
"derm-hypertrophic-scar-review","Hypertrophic scar review","Hypertrophic scar review","Dermatology","","","","false"
"derm-impetigo-follow-up","Impetigo follow-up","Impetigo follow-up","Dermatology","","","","false"
"derm-ingrown-toenail-skin-review","Ingrown toenail skin review","Ingrown toenail skin review","Dermatology","","","","false"
"derm-insect-bite-skin-reaction","Insect bite skin reaction","Insect bite skin reaction","Dermatology","","","","false"
"derm-intertrigo","Intertrigo","Intertrigo","Dermatology","","","","false"
"derm-keloid-scar-review","Keloid scar review","Keloid scar review","Dermatology","","","","false"
"derm-keratosis-pilaris","Keratosis pilaris","Keratosis pilaris","Dermatology","","","","false"
"derm-leg-ulcer-skin-review","Leg ulcer skin review","Leg ulcer skin review","Dermatology","","","","false"
"derm-lichen-planus","Lichen planus","Lichen planus","Dermatology","","","","false"
"derm-lipoma-skin-lump","Lipoma skin lump","Lipoma skin lump","Dermatology","","","","false"
"derm-medication-rash-documentation","Medication rash documentation","Medication rash documentation","Dermatology","","","","false"
"derm-melasma","Melasma","Melasma","Dermatology","","","","false"
"derm-milia","Milia","Milia","Dermatology","","","","false"
"derm-mole-mapping-follow-up","Mole mapping follow-up","Mole mapping follow-up","Dermatology","","","","false"
"derm-molluscum-contagiosum-review","Molluscum contagiosum review","Molluscum contagiosum review","Dermatology","","","","false"
"derm-nail-psoriasis-review","Nail psoriasis review","Nail psoriasis review","Dermatology","","","","false"
"derm-nail-trauma-review","Nail trauma review","Nail trauma review","Dermatology","","","","false"
"derm-nevus-change-documentation","Nevus change documentation","Nevus change documentation","Dermatology","","","","false"
"derm-patch-test-result-review","Patch test result review","Patch test result review","Dermatology","","","","false"
"derm-pediatric-eczema-follow-up","Pediatric eczema follow-up","Pediatric eczema follow-up","Dermatology","","","","false"
"derm-perianal-skin-symptoms","Perianal skin symptoms","Perianal skin symptoms","Dermatology","","","","false"
"derm-perioral-dermatitis","Perioral dermatitis","Perioral dermatitis","Dermatology","","","","false"
"derm-periorbital-skin-rash","Periorbital skin rash","Periorbital skin rash","Dermatology","","","","false"
"derm-photodermatitis","Photodermatitis","Photodermatitis","Dermatology","","","","false"
"derm-pigmented-lesion-review","Pigmented lesion review","Pigmented lesion review","Dermatology","","","","true"
"derm-pityriasis-rosea","Pityriasis rosea","Pityriasis rosea","Dermatology","","","","false"
"derm-plantar-wart-review","Plantar wart review","Plantar wart review","Dermatology","","","","false"
"derm-post-biopsy-wound-review","Post-biopsy wound review","Post-biopsy wound review","Dermatology","","","","false"
"derm-post-excision-wound-review","Post-excision wound review","Post-excision wound review","Dermatology","","","","false"
"derm-post-inflammatory-hyperpigmentation","Post-inflammatory hyperpigmentation","Post-inflammatory hyperpigmentation","Dermatology","","","","false"
"derm-pressure-area-skin-review","Pressure area skin review","Pressure area skin review","Dermatology","","","","false"
"derm-pressure-ulcer-follow-up","Pressure ulcer follow-up","Pressure ulcer follow-up","Dermatology","","","","false"
"derm-pruritus-without-rash","Pruritus without rash","Pruritus without rash","Dermatology","","","","false"
"derm-psoriasis-flare-documentation","Psoriasis flare documentation","Psoriasis flare documentation","Dermatology","","","","false"
"derm-rosacea-flare-documentation","Rosacea flare documentation","Rosacea flare documentation","Dermatology","","","","false"
"derm-scabies-contact-documentation","Scabies contact documentation","Scabies contact documentation","Dermatology","","","","false"
"derm-scalp-scaling","Scalp scaling","Scalp scaling","Dermatology","","","","false"
"derm-sebaceous-cyst","Sebaceous cyst","Sebaceous cyst","Dermatology","","","","false"
"derm-seborrheic-keratosis","Seborrheic keratosis","Seborrheic keratosis","Dermatology","","","","false"
"derm-skin-cancer-surveillance","Skin cancer surveillance","Skin cancer surveillance","Dermatology","","","","false"
"derm-skin-infection-follow-up","Skin infection follow-up","Skin infection follow-up","Dermatology","","","","false"
"derm-skin-tag-documentation","Skin tag documentation","Skin tag documentation","Dermatology","","","","false"
"derm-stasis-dermatitis-review","Stasis dermatitis review","Stasis dermatitis review","Dermatology","","","","false"
"derm-sunburn-review","Sunburn review","Sunburn review","Dermatology","","","","false"
"derm-tinea-pedis-review","Tinea pedis review","Tinea pedis review","Dermatology","","","","false"
"derm-urticaria-follow-up","Urticaria follow-up","Urticaria follow-up","Dermatology","","","","false"
"derm-vasculitic-rash-documentation","Vasculitic rash documentation","Vasculitic rash documentation","Dermatology","","","","false"
